county,species,mean_birds,% gardens,rank_birds
East Sussex,Grey partridge,0,0.09,65
East Sussex,Tawny owl,0,0.14,66
East Sussex,Black redstart,0,0.11,67
East Sussex,Meadow pipit,0,0.09,68
East Sussex,Skylark,0,0.09,69
East Sussex,Red Kite,0,0.09,70
East Sussex,Corn bunting,0,0.03,71
East Sussex,Little owl,0,0.03,72
East Sussex,Hooded crow,0,0,73
East Yorkshire,House Sparrow,5.46,71.19,1
East Yorkshire,Starling,4.05,51.52,2
East Yorkshire,Blackbird,3.93,94.94,3
East Yorkshire,Woodpigeon,2.58,72.39,4
East Yorkshire,Blue Tit,2,70.93,5
East Yorkshire,Collared Dove,1.79,62.91,6
East Yorkshire,Goldfinch,1.65,32.42,7
East Yorkshire,Chaffinch,1.64,47.13,8
East Yorkshire,Great Tit,1.18,51.55,9
East Yorkshire,Long tailed tit,1.13,22.91,10
East Yorkshire,Robin,1.1,74.9,11
East Yorkshire,Dunnock,1.09,51.59,12
East Yorkshire,Tree sparrow,0.92,14.4,13
East Yorkshire,Greenfinch,0.72,24.54,14
East Yorkshire,Feral pigeon,0.65,18.83,15
East Yorkshire,Carrion crow,0.61,20.87,16
East Yorkshire,Coal Tit,0.6,34.25,17
East Yorkshire,Common gull,0.48,7.75,18
East Yorkshire,Magpie,0.46,26.19,19
East Yorkshire,Black headed gull,0.44,4.04,20
East Yorkshire,Pheasant,0.33,13.51,21
East Yorkshire,Jackdaw,0.33,9.8,22
East Yorkshire,Rook,0.3,6.26,23
East Yorkshire,Wren,0.29,23.64,24
East Yorkshire,Fieldfare,0.26,7.09,25
East Yorkshire,Song.Thrush,0.18,14.4,26
East Yorkshire,Great spotted woodpecker,0.13,11.13,27
East Yorkshire,Bullfinch,0.09,4.54,28
East Yorkshire,Moorhen,0.09,2.93,29
East Yorkshire,Sparrowhawk,0.07,7.14,30
East Yorkshire,Yellowhammer,0.07,2.82,31
East Yorkshire,Mallard,0.07,1.05,32
East Yorkshire,Herring gull,0.06,1.94,33
East Yorkshire,Stock dove,0.06,2.1,34
East Yorkshire,Brambling,0.05,2.27,35
East Yorkshire,Reed bunting,0.05,1.83,36
East Yorkshire,Mistle thrush,0.05,3.27,37
East Yorkshire,Pied wagtail,0.05,3.21,38
East Yorkshire,Red legged partridge,0.04,0.17,39
East Yorkshire,Redwing,0.04,0.78,40
East Yorkshire,Ring necked parakeet,0.04,1.99,41
East Yorkshire,Goldcrest,0.03,1.77,42
East Yorkshire,Siskin,0.03,1.61,43
East Yorkshire,Kestrel,0.02,1.38,44
East Yorkshire,Blackcap,0.02,1.44,45
East Yorkshire,Barn owl,0.01,1.33,46
East Yorkshire,Lesser black backed gull,0.01,0.28,47
East Yorkshire,Jay,0.01,0.89,48
East Yorkshire,Treecreeper,0.01,1.05,49
East Yorkshire,Marsh tit,0.01,0.61,50
East Yorkshire,Chiffchaff,0.01,0.33,51
East Yorkshire,Waxwing,0.01,0.28,52
East Yorkshire,Willow tit,0.01,0.61,53
East Yorkshire,Grey partridge,0.01,0.17,54
East Yorkshire,Buzzard,0.01,0.5,55
East Yorkshire,Corn bunting,0.01,0.17,56
East Yorkshire,Grey wagtail,0.01,0.44,57
East Yorkshire,Linnet,0.01,0.39,58
East Yorkshire,Redpoll,0.01,0.39,59
East Yorkshire,Grey heron,0.01,0.55,60
East Yorkshire,Lesser spotted woodpecker,0,0.5,61
East Yorkshire,Green woodpecker,0,0.33,62
East Yorkshire,Raven,0,0.17,63
East Yorkshire,Little owl,0,0.17,64
East Yorkshire,Red Kite,0,0.22,65
East Yorkshire,Meadow pipit,0,0.06,66
East Yorkshire,Nuthatch,0,0.06,67
East Yorkshire,Tawny owl,0,0.11,68
East Yorkshire,Lapwing,0,0.06,69
East Yorkshire,Black redstart,0,0,70
East Yorkshire,Great black backed gull,0,0,71
East Yorkshire,Hooded crow,0,0,72
East Yorkshire,Skylark,0,0,73
Edinburgh City,House Sparrow,3.16,50.31,1
Edinburgh City,Blue Tit,2.23,77.49,2
Edinburgh City,Blackbird,2.17,84.42,3
Edinburgh City,Woodpigeon,1.82,68.36,4
Edinburgh City,Starling,1.58,22.86,5
Edinburgh City,Feral pigeon,1.41,30.9,6
Edinburgh City,Chaffinch,1.33,41.52,7
Edinburgh City,Magpie,1.24,55.59,8
Edinburgh City,Great Tit,1.05,48.52,9
Edinburgh City,Robin,0.99,73.64,10
Edinburgh City,Coal Tit,0.98,48.04,11
Edinburgh City,Goldfinch,0.86,17.8,12
Edinburgh City,Long tailed tit,0.83,17.26,13
Edinburgh City,Dunnock,0.8,46.74,14
Edinburgh City,Carrion crow,0.58,25.89,15
Edinburgh City,Jackdaw,0.55,15.77,16
Edinburgh City,Greenfinch,0.44,16.75,17
Edinburgh City,Collared Dove,0.43,20.45,18
Edinburgh City,Common gull,0.35,6.38,19
Edinburgh City,Bullfinch,0.28,11.76,20
Edinburgh City,Black headed gull,0.24,3.28,21
Edinburgh City,Siskin,0.19,6.28,22
Edinburgh City,Wren,0.13,12.08,23
Edinburgh City,Tree sparrow,0.12,2.46,24
Edinburgh City,Rook,0.12,2,25
Edinburgh City,Brambling,0.11,4.56,26
Edinburgh City,Song.Thrush,0.09,6.27,27
Edinburgh City,Waxwing,0.08,0.73,28
Edinburgh City,Ring necked parakeet,0.07,1.73,29
Edinburgh City,Great spotted woodpecker,0.07,5.93,30
Edinburgh City,Herring gull,0.06,2.1,31
Edinburgh City,Fieldfare,0.05,2.73,32
Edinburgh City,Mallard,0.05,0.64,33
Edinburgh City,Sparrowhawk,0.05,3.55,34
Edinburgh City,Blackcap,0.04,3.1,35
Edinburgh City,Pheasant,0.04,2.18,36
Edinburgh City,Yellowhammer,0.03,0.91,37
Edinburgh City,Hooded crow,0.03,0.82,38
Edinburgh City,Buzzard,0.03,1.09,39
Edinburgh City,Treecreeper,0.02,2.18,40
Edinburgh City,Nuthatch,0.02,1.36,41
Edinburgh City,Goldcrest,0.02,1.19,42
Edinburgh City,Pied wagtail,0.02,1,43
Edinburgh City,Redpoll,0.02,0.45,44
Edinburgh City,Grey heron,0.02,1.37,45
Edinburgh City,Jay,0.02,0.46,46
Edinburgh City,Lesser black backed gull,0.01,0.46,47
Edinburgh City,Moorhen,0.01,0.36,48
Edinburgh City,Great black backed gull,0.01,0.46,49
Edinburgh City,Mistle thrush,0.01,0.82,50
Edinburgh City,Grey wagtail,0.01,0.55,51
Edinburgh City,Reed bunting,0.01,0.55,52
Edinburgh City,Stock dove,0.01,0.36,53
Edinburgh City,Willow tit,0.01,0.45,54
Edinburgh City,Kestrel,0.01,0.64,55
Edinburgh City,Green woodpecker,0,0.27,56
Edinburgh City,Lesser spotted woodpecker,0,0.46,57
Edinburgh City,Linnet,0,0.27,58
Edinburgh City,Raven,0,0.27,59
Edinburgh City,Chiffchaff,0,0.18,60
Edinburgh City,Red legged partridge,0,0,61
Edinburgh City,Redwing,0,0.09,62
Edinburgh City,Barn owl,0,0.09,63
Edinburgh City,Grey partridge,0,0.09,64
Edinburgh City,Tawny owl,0,0.09,65
Edinburgh City,Black redstart,0,0,66
Edinburgh City,Corn bunting,0,0,67
Edinburgh City,Lapwing,0,0,68
Edinburgh City,Little owl,0,0,69
Edinburgh City,Marsh tit,0,0,70
Edinburgh City,Meadow pipit,0,0,71
Edinburgh City,Red Kite,0,0,72
Edinburgh City,Skylark,0,0,73
Eilean Siar,Starling,18.53,79.52,1
Eilean Siar,House Sparrow,11.39,73.49,2
Eilean Siar,Greenfinch,2.76,50.6,3
Eilean Siar,Blackbird,2.51,86.75,4
Eilean Siar,Feral pigeon,2.12,36.84,5
Eilean Siar,Chaffinch,2.08,39.76,6
Eilean Siar,Collared Dove,1.41,33.73,7
Eilean Siar,Woodpigeon,1.1,8.43,8
Eilean Siar,Common gull,0.98,21.05,9
Eilean Siar,Hooded crow,0.95,42.11,10
Eilean Siar,Robin,0.88,72.29,11
Eilean Siar,Herring gull,0.84,29.82,12
Eilean Siar,Goldfinch,0.63,19.3,13
Eilean Siar,Song.Thrush,0.47,38.6,14
Eilean Siar,Dunnock,0.39,25.3,15
Eilean Siar,Coal Tit,0.37,18.07,16
Eilean Siar,Brambling,0.37,8.77,17
Eilean Siar,Carrion crow,0.37,15.79,18
Eilean Siar,Blue Tit,0.36,15.66,19
Eilean Siar,Stock dove,0.35,3.51,20
Eilean Siar,Raven,0.26,8.77,21
Eilean Siar,Wren,0.25,22.81,22
Eilean Siar,Siskin,0.23,3.51,23
Eilean Siar,Mallard,0.19,3.51,24
Eilean Siar,Ring necked parakeet,0.19,10.53,25
Eilean Siar,Buzzard,0.18,14.04,26
Eilean Siar,Great black backed gull,0.14,5.26,27
Eilean Siar,Rook,0.12,5.26,28
Eilean Siar,Waxwing,0.11,1.75,29
Eilean Siar,Grey heron,0.07,7.02,30
Eilean Siar,Mistle thrush,0.07,5.26,31
Eilean Siar,Pheasant,0.07,1.75,32
Eilean Siar,Redpoll,0.07,1.75,33
Eilean Siar,Blackcap,0.05,3.51,34
Eilean Siar,Bullfinch,0.05,3.51,35
Eilean Siar,Lesser black backed gull,0.05,1.75,36
Eilean Siar,Sparrowhawk,0.05,5.26,37
Eilean Siar,Tree sparrow,0.05,1.75,38
Eilean Siar,Black headed gull,0.04,1.75,39
Eilean Siar,Chiffchaff,0.04,1.75,40
Eilean Siar,Goldcrest,0.04,1.75,41
Eilean Siar,Grey wagtail,0.04,3.51,42
Eilean Siar,Lapwing,0.04,1.75,43
Eilean Siar,Long tailed tit,0.04,1.75,44
Eilean Siar,Pied wagtail,0.04,3.51,45
Eilean Siar,Reed bunting,0.04,1.75,46
Eilean Siar,Jackdaw,0.02,1.75,47
Eilean Siar,Meadow pipit,0.02,1.75,48
Eilean Siar,Treecreeper,0.02,1.75,49
Eilean Siar,Great Tit,0.01,1.2,50
Eilean Siar,Barn owl,0,0,51
Eilean Siar,Black redstart,0,0,52
Eilean Siar,Corn bunting,0,0,53
Eilean Siar,Fieldfare,0,0,54
Eilean Siar,Great spotted woodpecker,0,0,55
Eilean Siar,Green woodpecker,0,0,56
Eilean Siar,Grey partridge,0,0,57
Eilean Siar,Jay,0,0,58
Eilean Siar,Kestrel,0,0,59
Eilean Siar,Lesser spotted woodpecker,0,0,60
Eilean Siar,Linnet,0,0,61
Eilean Siar,Little owl,0,0,62
Eilean Siar,Magpie,0,0,63
Eilean Siar,Marsh tit,0,0,64
Eilean Siar,Moorhen,0,0,65
Eilean Siar,Nuthatch,0,0,66
Eilean Siar,Red Kite,0,0,67
Eilean Siar,Red legged partridge,0,0,68
Eilean Siar,Redwing,0,0,69
Eilean Siar,Skylark,0,0,70
Eilean Siar,Tawny owl,0,0,71
Eilean Siar,Willow tit,0,0,72
Eilean Siar,Yellowhammer,0,0,73
Essex,House Sparrow,3.73,61.93,1
Essex,Starling,3.43,53.43,2
Essex,Blackbird,2.78,90.98,3
Essex,Blue Tit,2.5,81.63,4
Essex,Woodpigeon,2.45,74.61,5
Essex,Collared Dove,2.19,71.53,6
Essex,Great Tit,1.3,53.83,7
Essex,Chaffinch,1.28,43.24,8
Essex,Robin,1.28,81.67,9
Essex,Goldfinch,1.22,26.69,10
Essex,Long tailed tit,1.03,23.09,11
Essex,Magpie,1,49.46,12
Essex,Dunnock,0.79,42.22,13
Essex,Feral pigeon,0.62,17.63,14
Essex,Greenfinch,0.57,20.15,15
Essex,Common gull,0.52,8.53,16
Essex,Carrion crow,0.41,16.86,17
Essex,Jackdaw,0.32,10.07,18
Essex,Fieldfare,0.32,10.07,19
Essex,Coal Tit,0.29,16.4,20
Essex,Jay,0.26,17.38,21
Essex,Black headed gull,0.25,4.03,22
Essex,Wren,0.24,19.9,23
Essex,Song.Thrush,0.22,18.26,24
Essex,Pheasant,0.18,8.36,25
Essex,Rook,0.16,2.97,26
Essex,Great spotted woodpecker,0.14,11.5,27
Essex,Pied wagtail,0.12,8.21,28
Essex,Green woodpecker,0.09,7.62,29
Essex,Tree sparrow,0.09,2.01,30
Essex,Waxwing,0.08,0.45,31
Essex,Moorhen,0.07,2.91,32
Essex,Redpoll,0.06,1.34,33
Essex,Mallard,0.06,0.74,34
Essex,Herring gull,0.06,1.31,35
Essex,Blackcap,0.05,4.18,36
Essex,Ring necked parakeet,0.05,1.81,37
Essex,Bullfinch,0.05,2.4,38
Essex,Siskin,0.04,1.66,39
Essex,Stock dove,0.03,1.14,40
Essex,Sparrowhawk,0.03,3.24,41
Essex,Mistle thrush,0.03,2.51,42
Essex,Grey wagtail,0.03,1.89,43
Essex,Yellowhammer,0.02,0.66,44
Essex,Lapwing,0.02,0.31,45
Essex,Reed bunting,0.02,0.65,46
Essex,Nuthatch,0.02,1.26,47
Essex,Redwing,0.02,0.45,48
Essex,Red legged partridge,0.02,0.26,49
Essex,Goldcrest,0.02,1.21,50
Essex,Grey heron,0.02,1.51,51
Essex,Lesser spotted woodpecker,0.02,1.32,52
Essex,Kestrel,0.01,1.08,53
Essex,Chiffchaff,0.01,0.42,54
Essex,Marsh tit,0.01,0.35,55
Essex,Buzzard,0.01,0.45,56
Essex,Brambling,0.01,0.35,57
Essex,Linnet,0.01,0.26,58
Essex,Great black backed gull,0.01,0.26,59
Essex,Grey partridge,0,0.14,60
Essex,Lesser black backed gull,0,0.22,61
Essex,Barn owl,0,0.29,62
Essex,Willow tit,0,0.2,63
Essex,Treecreeper,0,0.25,64
Essex,Little owl,0,0.22,65
Essex,Raven,0,0.17,66
Essex,Tawny owl,0,0.14,67
Essex,Black redstart,0,0.08,68
Essex,Corn bunting,0,0.08,69
Essex,Skylark,0,0.06,70
Essex,Red Kite,0,0.06,71
Essex,Meadow pipit,0,0.03,72
Essex,Hooded crow,0,0,73
Falkirk,House Sparrow,5.25,68.86,1
Falkirk,Starling,3.08,43.07,2
Falkirk,Blue Tit,2.81,79.81,3
Falkirk,Blackbird,2.6,91,4
Falkirk,Chaffinch,2.32,56.45,5
Falkirk,Goldfinch,1.66,30.19,6
Falkirk,Great Tit,1.51,55.23,7
Falkirk,Woodpigeon,1.5,62.53,8
Falkirk,Coal Tit,1.48,56.2,9
Falkirk,Feral pigeon,1.43,32.79,10
Falkirk,Robin,1.42,87.59,11
Falkirk,Magpie,1.33,58.64,12
Falkirk,Long tailed tit,1.23,21.75,13
Falkirk,Collared Dove,1,42.34,14
Falkirk,Carrion crow,0.96,30.19,15
Falkirk,Dunnock,0.91,46.96,16
Falkirk,Greenfinch,0.59,24.82,17
Falkirk,Jackdaw,0.56,20.13,18
Falkirk,Siskin,0.43,11.36,19
Falkirk,Common gull,0.36,5.84,20
Falkirk,Tree sparrow,0.31,5.84,21
Falkirk,Wren,0.24,21.1,22
Falkirk,Bullfinch,0.2,8.12,23
Falkirk,Great spotted woodpecker,0.15,12.34,24
Falkirk,Rook,0.13,4.87,25
Falkirk,Yellowhammer,0.1,3.57,26
Falkirk,Redpoll,0.08,3.25,27
Falkirk,Song.Thrush,0.08,6.17,28
Falkirk,Black headed gull,0.07,2.27,29
Falkirk,Reed bunting,0.06,2.27,30
Falkirk,Pied wagtail,0.06,3.9,31
Falkirk,Brambling,0.05,2.6,32
Falkirk,Sparrowhawk,0.04,4.22,33
Falkirk,Herring gull,0.03,0.97,34
Falkirk,Pheasant,0.03,2.27,35
Falkirk,Treecreeper,0.03,2.92,36
Falkirk,Blackcap,0.02,1.62,37
Falkirk,Hooded crow,0.02,0.97,38
Falkirk,Jay,0.02,1.3,39
Falkirk,Goldcrest,0.02,1.62,40
Falkirk,Grey wagtail,0.02,1.3,41
Falkirk,Lesser black backed gull,0.02,0.65,42
Falkirk,Stock dove,0.01,0.65,43
Falkirk,Buzzard,0.01,0.97,44
Falkirk,Mallard,0.01,0.32,45
Falkirk,Mistle thrush,0.01,0.65,46
Falkirk,Fieldfare,0.01,0.32,47
Falkirk,Great black backed gull,0.01,0.32,48
Falkirk,Grey heron,0.01,0.65,49
Falkirk,Lesser spotted woodpecker,0.01,0.65,50
Falkirk,Marsh tit,0.01,0.32,51
Falkirk,Chiffchaff,0,0.32,52
Falkirk,Green woodpecker,0,0.32,53
Falkirk,Moorhen,0,0.32,54
Falkirk,Nuthatch,0,0.32,55
Falkirk,Barn owl,0,0,56
Falkirk,Black redstart,0,0,57
Falkirk,Corn bunting,0,0,58
Falkirk,Grey partridge,0,0,59
Falkirk,Kestrel,0,0,60
Falkirk,Lapwing,0,0,61
Falkirk,Linnet,0,0,62
Falkirk,Little owl,0,0,63
Falkirk,Meadow pipit,0,0,64
Falkirk,Raven,0,0,65
Falkirk,Red Kite,0,0,66
Falkirk,Red legged partridge,0,0,67
Falkirk,Redwing,0,0,68
Falkirk,Ring necked parakeet,0,0,69
Falkirk,Skylark,0,0,70
Falkirk,Tawny owl,0,0,71
Falkirk,Waxwing,0,0,72
Falkirk,Willow tit,0,0,73
Fermanagh,Chaffinch,8.44,93.22,1
Fermanagh,House Sparrow,4.31,60.17,2
Fermanagh,Blue Tit,3.63,91.53,3
Fermanagh,Great Tit,3.29,83.9,4
Fermanagh,Coal Tit,3.03,77.97,5
Fermanagh,Blackbird,2.18,87.29,6
Fermanagh,Starling,2.13,38.98,7
Fermanagh,Robin,1.88,94.07,8
Fermanagh,Goldfinch,1.75,48.05,9
Fermanagh,Carrion crow,1.63,27.85,10
Fermanagh,Magpie,1.47,65.25,11
Fermanagh,Greenfinch,1.43,42.37,12
Fermanagh,Siskin,1.18,27.85,13
Fermanagh,Jackdaw,1.09,22.78,14
Fermanagh,Collared Dove,0.91,33.9,15
Fermanagh,Dunnock,0.64,40.68,16
Fermanagh,Long tailed tit,0.51,14.29,17
Fermanagh,Woodpigeon,0.49,22.03,18
Fermanagh,Redpoll,0.39,11.39,19
Fermanagh,Wren,0.39,27.27,20
Fermanagh,Feral pigeon,0.33,2.53,21
Fermanagh,Pied wagtail,0.3,18.99,22
Fermanagh,Song.Thrush,0.3,19.48,23
Fermanagh,Bullfinch,0.29,12.66,24
Fermanagh,Hooded crow,0.25,13.92,25
Fermanagh,Tree sparrow,0.24,2.53,26
Fermanagh,Rook,0.15,6.33,27
Fermanagh,Grey wagtail,0.09,6.33,28
Fermanagh,Mistle thrush,0.09,2.53,29
Fermanagh,Linnet,0.06,2.53,30
Fermanagh,Treecreeper,0.06,6.33,31
Fermanagh,Jay,0.05,3.8,32
Fermanagh,Moorhen,0.05,1.27,33
Fermanagh,Pheasant,0.04,3.8,34
Fermanagh,Raven,0.04,2.53,35
Fermanagh,Sparrowhawk,0.04,3.8,36
Fermanagh,Willow tit,0.04,1.27,37
Fermanagh,Goldcrest,0.03,2.53,38
Fermanagh,Mallard,0.03,1.27,39
Fermanagh,Blackcap,0.01,1.27,40
Fermanagh,Common gull,0.01,1.27,41
Fermanagh,Grey heron,0.01,1.27,42
Fermanagh,Reed bunting,0.01,1.27,43
Fermanagh,Barn owl,0,0,44
Fermanagh,Black headed gull,0,0,45
Fermanagh,Black redstart,0,0,46
Fermanagh,Brambling,0,0,47
Fermanagh,Buzzard,0,0,48
Fermanagh,Chiffchaff,0,0,49
Fermanagh,Corn bunting,0,0,50
Fermanagh,Fieldfare,0,0,51
Fermanagh,Great black backed gull,0,0,52
Fermanagh,Great spotted woodpecker,0,0,53
Fermanagh,Green woodpecker,0,0,54
Fermanagh,Grey partridge,0,0,55
Fermanagh,Herring gull,0,0,56
Fermanagh,Kestrel,0,0,57
Fermanagh,Lapwing,0,0,58
Fermanagh,Lesser black backed gull,0,0,59
Fermanagh,Lesser spotted woodpecker,0,0,60
Fermanagh,Little owl,0,0,61
Fermanagh,Marsh tit,0,0,62
Fermanagh,Meadow pipit,0,0,63
Fermanagh,Nuthatch,0,0,64
Fermanagh,Red Kite,0,0,65
Fermanagh,Red legged partridge,0,0,66
Fermanagh,Redwing,0,0,67
Fermanagh,Ring necked parakeet,0,0,68
Fermanagh,Skylark,0,0,69
Fermanagh,Stock dove,0,0,70
Fermanagh,Tawny owl,0,0,71
Fermanagh,Waxwing,0,0,72
Fermanagh,Yellowhammer,0,0,73
Fife,House Sparrow,6.08,73.96,1
Fife,Starling,3.64,45.89,2
Fife,Blackbird,2.86,90.71,3
Fife,Chaffinch,2.79,60.43,4
Fife,Blue Tit,2.67,79.08,5
Fife,Woodpigeon,2.34,74.46,6
Fife,Goldfinch,1.45,27.45,7
Fife,Coal Tit,1.38,56.89,8
Fife,Robin,1.34,87.55,9
Fife,Great Tit,1.33,54.17,10
Fife,Long tailed tit,1.16,19.33,11
Fife,Feral pigeon,0.96,22.21,12
Fife,Dunnock,0.95,47.28,13
Fife,Collared Dove,0.85,34.77,14
Fife,Carrion crow,0.74,28.92,15
Fife,Greenfinch,0.64,22.57,16
Fife,Magpie,0.59,29.01,17
Fife,Tree sparrow,0.45,8.13,18
Fife,Common gull,0.39,7.96,19
Fife,Siskin,0.37,10.14,20
Fife,Jackdaw,0.34,10.39,21
Fife,Pheasant,0.23,10.98,22
Fife,Wren,0.23,19.08,23
Fife,Waxwing,0.19,0.84,24
Fife,Brambling,0.18,5.53,25
Fife,Bullfinch,0.15,7.12,26
Fife,Great spotted woodpecker,0.14,11.48,27
Fife,Herring gull,0.14,4.02,28
Fife,Rook,0.13,3.19,29
Fife,Song.Thrush,0.12,9.29,30
Fife,Yellowhammer,0.12,4.69,31
Fife,Black headed gull,0.11,2.1,32
Fife,Fieldfare,0.1,2.18,33
Fife,Sparrowhawk,0.06,5.78,34
Fife,Buzzard,0.06,4.19,35
Fife,Redpoll,0.05,1.51,36
Fife,Goldcrest,0.03,2.18,37
Fife,Pied wagtail,0.03,2.01,38
Fife,Hooded crow,0.03,1.17,39
Fife,Treecreeper,0.03,2.1,40
Fife,Lesser black backed gull,0.03,0.75,41
Fife,Grey partridge,0.03,0.5,42
Fife,Stock dove,0.02,0.92,43
Fife,Kestrel,0.02,1.68,44
Fife,Blackcap,0.02,1.17,45
Fife,Mistle thrush,0.02,1.09,46
Fife,Redwing,0.02,0.17,47
Fife,Red legged partridge,0.02,0.08,48
Fife,Ring necked parakeet,0.01,0.75,49
Fife,Grey heron,0.01,1.26,50
Fife,Lesser spotted woodpecker,0.01,1.17,51
Fife,Great black backed gull,0.01,0.5,52
Fife,Jay,0.01,0.75,53
Fife,Grey wagtail,0.01,0.67,54
Fife,Mallard,0.01,0.34,55
Fife,Skylark,0.01,0.17,56
Fife,Linnet,0.01,0.17,57
Fife,Raven,0.01,0.25,58
Fife,Chiffchaff,0.01,0.17,59
Fife,Green woodpecker,0.01,0.42,60
Fife,Lapwing,0.01,0.08,61
Fife,Reed bunting,0,0.34,62
Fife,Moorhen,0,0.08,63
Fife,Black redstart,0,0.08,64
Fife,Corn bunting,0,0.17,65
Fife,Willow tit,0,0.08,66
Fife,Barn owl,0,0.08,67
Fife,Red Kite,0,0.08,68
Fife,Little owl,0,0,69
Fife,Marsh tit,0,0,70
Fife,Meadow pipit,0,0,71
Fife,Nuthatch,0,0,72
Fife,Tawny owl,0,0,73
Flintshire,House Sparrow,5.78,78.34,1
Flintshire,Blackbird,3.35,94.9,2
Flintshire,Blue Tit,2.99,85.1,3
Flintshire,Starling,2.27,38.47,4
Flintshire,Chaffinch,2.17,60.89,5
Flintshire,Long tailed tit,1.8,31.97,6
Flintshire,Goldfinch,1.73,32.68,7
Flintshire,Great Tit,1.66,62.55,8
Flintshire,Woodpigeon,1.63,61.4,9
Flintshire,Robin,1.38,83.95,10
Flintshire,Collared Dove,1.36,54.9,11
Flintshire,Magpie,1.04,51.08,12
Flintshire,Dunnock,0.98,47.39,13
Flintshire,Jackdaw,0.94,28.47,14
Flintshire,Coal Tit,0.86,42.42,15
Flintshire,Carrion crow,0.62,24.02,16
Flintshire,Common gull,0.49,7.47,17
Flintshire,Greenfinch,0.49,18.98,18
Flintshire,Feral pigeon,0.33,12.81,19
Flintshire,Fieldfare,0.33,8.01,20
Flintshire,Wren,0.28,23.98,21
Flintshire,Song.Thrush,0.28,23.98,22
Flintshire,Nuthatch,0.28,18.86,23
Flintshire,Rook,0.27,6.23,24
Flintshire,Jay,0.26,13.17,25
Flintshire,Great spotted woodpecker,0.24,18.33,26
Flintshire,Pheasant,0.23,8.19,27
Flintshire,Bullfinch,0.23,10.85,28
Flintshire,Black headed gull,0.21,3.02,29
Flintshire,Tree sparrow,0.21,3.38,30
Flintshire,Pied wagtail,0.12,8.36,31
Flintshire,Buzzard,0.09,6.76,32
Flintshire,Mistle thrush,0.09,5.52,33
Flintshire,Herring gull,0.09,1.42,34
Flintshire,Siskin,0.09,3.02,35
Flintshire,Sparrowhawk,0.06,5.69,36
Flintshire,Ring necked parakeet,0.04,1.6,37
Flintshire,Blackcap,0.04,2.85,38
Flintshire,Brambling,0.03,1.96,39
Flintshire,Treecreeper,0.03,3.38,40
Flintshire,Grey wagtail,0.03,2.14,41
Flintshire,Stock dove,0.03,0.71,42
Flintshire,Lapwing,0.03,0.18,43
Flintshire,Redpoll,0.03,1.25,44
Flintshire,Hooded crow,0.03,0.89,45
Flintshire,Lesser spotted woodpecker,0.02,1.96,46
Flintshire,Linnet,0.02,0.71,47
Flintshire,Raven,0.02,0.53,48
Flintshire,Goldcrest,0.02,1.6,49
Flintshire,Lesser black backed gull,0.02,0.36,50
Flintshire,Marsh tit,0.02,1.42,51
Flintshire,Yellowhammer,0.01,0.53,52
Flintshire,Grey heron,0.01,0.89,53
Flintshire,Mallard,0.01,0.36,54
Flintshire,Moorhen,0.01,0.53,55
Flintshire,Reed bunting,0.01,0.53,56
Flintshire,Green woodpecker,0.01,0.71,57
Flintshire,Kestrel,0.01,0.71,58
Flintshire,Tawny owl,0.01,0.53,59
Flintshire,Redwing,0.01,0.36,60
Flintshire,Red legged partridge,0.01,0,61
Flintshire,Waxwing,0,0.36,62
Flintshire,Barn owl,0,0.18,63
Flintshire,Chiffchaff,0,0.18,64
Flintshire,Corn bunting,0,0.18,65
Flintshire,Black redstart,0,0,66
Flintshire,Great black backed gull,0,0,67
Flintshire,Grey partridge,0,0,68
Flintshire,Little owl,0,0,69
Flintshire,Meadow pipit,0,0,70
Flintshire,Red Kite,0,0,71
Flintshire,Skylark,0,0,72
Flintshire,Willow tit,0,0,73
Glasgow City,House Sparrow,3.47,55.81,1
Glasgow City,Feral pigeon,3.39,53.19,2
Glasgow City,Starling,2.71,34.21,3
Glasgow City,Blue Tit,2.55,75.78,4
Glasgow City,Magpie,1.94,73.98,5
Glasgow City,Woodpigeon,1.92,65.3,6
Glasgow City,Blackbird,1.68,81.01,7
Glasgow City,Jackdaw,1.35,11.65,8
Glasgow City,Black headed gull,1.33,2.2,9
Glasgow City,Great Tit,1.29,50.74,10
Glasgow City,Goldfinch,1.18,21.54,11
Glasgow City,Chaffinch,1.13,36.5,12
Glasgow City,Robin,1.11,78.72,13
Glasgow City,Coal Tit,1.08,47.79,14
Glasgow City,Long tailed tit,0.93,17.8,15
Glasgow City,Dunnock,0.85,43.21,16
Glasgow City,Carrion crow,0.53,22.64,17
Glasgow City,Siskin,0.48,11.87,18
Glasgow City,Greenfinch,0.47,16.86,19
Glasgow City,Collared Dove,0.41,19.64,20
Glasgow City,Common gull,0.24,5.93,21
Glasgow City,Bullfinch,0.22,9.67,22
Glasgow City,Wren,0.19,11.87,23
Glasgow City,Mallard,0.14,0.66,24
Glasgow City,Fieldfare,0.14,3.96,25
Glasgow City,Waxwing,0.14,1.54,26
Glasgow City,Song.Thrush,0.13,9.01,27
Glasgow City,Tree sparrow,0.09,1.98,28
Glasgow City,Great spotted woodpecker,0.08,7.03,29
Glasgow City,Herring gull,0.07,1.54,30
Glasgow City,Sparrowhawk,0.05,5.05,31
Glasgow City,Mistle thrush,0.04,2.42,32
Glasgow City,Rook,0.04,1.1,33
Glasgow City,Hooded crow,0.03,1.32,34
